stimFile,ITI_2
faces/mf1.jpg,1.76669419923217
faces/am23.jpg,0.933625875917678
faces/mm89.jpg,2.43047987979601
faces/mf59.jpg,1.89735240305425
faces/wf52.jpg,0.727645313331744
faces/am12.jpg,0.503553642051191
faces/am42.jpg,2.68796423668777
faces/af68.jpg,0.680136980904476
faces/mm66.jpg,0.720380882692749
faces/wm22.jpg,0.980993862044273
faces/mf54.jpg,1.62866680851288
faces/af63.jpg,1.70610223949547
faces/mm102.jpg,1.38488585506066
faces/wm20.jpg,1.19477051654469
faces/af74.jpg,1.76904149559871
faces/mm34.jpg,1.66397481288095
faces/mf96.jpg,2.03794223438338
faces/wm10.jpg,1.01099143745844
faces/af104.jpg,2.13750894680423
faces/wm91.jpg,0.673676943434401
faces/wf12.jpg,2.03345188019405
faces/am36.jpg,2.1200516025525
faces/wf97.jpg,2.63560591555253
faces/af20.jpg,1.47667233560127
faces/mm84.jpg,0.482460402600594
faces/am69.jpg,0.759338518685374
faces/wf103.jpg,1.06743472109103
faces/wf40.jpg,2.5349429346192
faces/mf36.jpg,1.78569483517882
faces/mm70.jpg,2.05838095322105
faces/wf17.jpg,1.03779760701973
faces/wm93.jpg,1.11129328897349
faces/mm85.jpg,1.28089960044816
faces/mm63.jpg,0.351382995742183
faces/mf28.jpg,0.593409363175508
faces/mf32.jpg,1.61964031221723
faces/af34.jpg,0.975856295302806
faces/am8.jpg,0.349372224839498
faces/mf90.jpg,2.36782591091789
faces/wm50.jpg,2.00303313927271
faces/wm29.jpg,1.89312257081114
faces/wf6.jpg,1.60852892920949
faces/am40.jpg,1.87412070615364
faces/wf89.jpg,1.09528673865073
faces/wf80.jpg,1.14692532760546
faces/am68.jpg,0.590338822346043
faces/af50.jpg,2.68992497276398
faces/wm60.jpg,1.69488508105133
faces/wf82.jpg,0.845517678520477
faces/wf22.jpg,1.24304744778303
faces/mf42.jpg,2.24662341385684
faces/wm59.jpg,2.50011053852364
faces/am82.jpg,0.806384017032024
faces/mf29.jpg,1.21702930597965
faces/mf73.jpg,1.9707560917049
faces/af86.jpg,0.713882857174942
faces/mm3.jpg,1.06231467200131
faces/wm63.jpg,1.36483662924559
faces/af58.jpg,1.49539887608173
faces/wf7.jpg,2.26981251418429
faces/am94.jpg,1.57053183174605
faces/af59.jpg,1.07344638774277
faces/mf40.jpg,2.28346667550503
faces/wm70.jpg,0.939371944035796
faces/wm32.jpg,0.478454599766149
faces/af48.jpg,2.04609977698772
faces/am99.jpg,2.04038806952464
faces/wf25.jpg,1.41693917129065
faces/mf58.jpg,0.747829577108793
faces/wm41.jpg,1.23269412330845
faces/mf103.jpg,1.01440671071108
faces/am88.jpg,0.525702003608254
faces/mm33.jpg,1.07805794127304
faces/mm67.jpg,1.81490199940946
faces/af6.jpg,2.47310351234355
faces/mm68.jpg,1.02482431566017
faces/mf14.jpg,1.6588180253756
faces/mf72.jpg,1.88768294455212
faces/am24.jpg,2.25998604828512
faces/wm88.jpg,1.03022061601624
faces/wm38.jpg,1.85525722562042
faces/af100.jpg,0.685807014215251
faces/af84.jpg,1.87876594350608
faces/am104.jpg,1.55340150784865
faces/wf76.jpg,1.2826114670661
faces/wf58.jpg,1.54573132522547
faces/mm7.jpg,2.65181175631758
faces/af75.jpg,2.09063092647737
faces/am102.jpg,2.49625595120454
faces/am45.jpg,1.77512515869307
faces/af60.jpg,2.19294148459694
faces/mm62.jpg,1.19916175903853
faces/mm6.jpg,0.675602106388338
faces/wf104.jpg,2.72072227572154
faces/mm8.jpg,1.09382668602013
faces/wm103.jpg,2.19563315742151
