stimFile,ITI_1,ITI_2
faces/am118.jpg,0.73605066,0.917958684
faces/wm42.jpg,0.569600198,1.55914073
faces/wm48.jpg,0.294520339,2.604999257
faces/af69.jpg,0.68064221,2.453674549
faces/mm116.jpg,0.36646275,1.227268968
faces/mf23.jpg,0.373695017,0.441585855
faces/am62.jpg,0.789815021,2.365084367
faces/wf110.jpg,0.559459469,1.979624909
faces/mm77.jpg,0.476578562,0.872208036
faces/mm78.jpg,0.563747421,1.918648631
faces/am116.jpg,0.387008829,1.342156431
faces/mm139.jpg,0.228122941,1.168666132
faces/mf133.jpg,0.257515696,2.100362765
faces/mm141.jpg,0.329202835,0.596631632
faces/af99.jpg,0.290716859,2.690869658
faces/wm124.jpg,0.430085429,1.977401435
faces/wf116.jpg,0.791638692,1.26788774
faces/wm111.jpg,0.753744206,0.4304953
faces/mm102.jpg,0.217580138,0.761241407
faces/mf151.jpg,0.346303214,0.269679476
faces/mf139.jpg,0.559897579,0.822906975
faces/am73.jpg,0.759876565,0.611974427
faces/mm29.jpg,0.484088817,0.927275845
faces/am112.jpg,0.509175839,0.846803908
faces/af147.jpg,0.67058346,2.670436064
faces/wf52.jpg,0.691787549,2.570586531
faces/mm67.jpg,0.221742474,1.681291168
faces/am45.jpg,0.712906981,2.530460026
faces/wm129.jpg,0.565042985,1.614033411
faces/wf102.jpg,0.611947894,1.708496247
faces/wf121.jpg,0.528915077,0.648491517
faces/af27.jpg,0.598159764,0.892665015
faces/wf149.jpg,0.77874962,0.926047603
faces/am108.jpg,0.511555952,1.372883152
faces/am68.jpg,0.267197305,0.887047567
faces/wf12.jpg,0.276296936,1.611922834
faces/mm76.jpg,0.315498907,0.577905251
faces/wf122.jpg,0.700983983,1.81898556
faces/mm107.jpg,0.687307894,0.759919131
faces/af4.jpg,0.223698862,1.808262977
faces/wm107.jpg,0.662357248,2.680917003
faces/mm21.jpg,0.425241732,0.418627775
faces/wf141.jpg,0.272611041,1.589143821
faces/wf2.jpg,0.415565537,2.19730565
faces/af33.jpg,0.709519501,1.222001164
faces/mm150.jpg,0.460140651,0.311964622
faces/wf47.jpg,0.732804538,1.733603407
faces/af122.jpg,0.3384502,0.607177741
faces/mm142.jpg,0.572329728,0.437669796
faces/wf135.jpg,0.69707556,0.50091565
faces/af137.jpg,0.650714234,2.037295568
faces/mf26.jpg,0.7347134,1.081017525
faces/am25.jpg,0.211384458,2.537226257
faces/mm104.jpg,0.386630241,0.864988028
faces/wf60.jpg,0.521271748,0.734682037
faces/af136.jpg,0.23207921,1.490260079
faces/wm125.jpg,0.293200524,2.352449462
faces/mf137.jpg,0.304636314,2.283581582
faces/af120.jpg,0.226158407,1.086425994
faces/af58.jpg,0.70492492,2.389073741
faces/wm50.jpg,0.457043252,2.577087907
faces/am111.jpg,0.268107946,2.64431365
faces/wf118.jpg,0.247227723,2.448170066
faces/wf151.jpg,0.58420984,2.369262624
faces/mf84.jpg,0.485298478,0.279038893
faces/am39.jpg,0.753948418,0.69001701
faces/wm151.jpg,0.307238523,2.580704337
